timestamp,load,is_weekday,temp_max_num,temp_min_num,Weather,Season,Oil price,Quarterly gdp,split
2022/4/17 2:15,1493.6,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 2:30,1468.5,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 2:45,1414.9,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 3:00,1442.3,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 3:15,1583.9,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 3:30,1545.7,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 3:45,1532.4,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 4:00,1488.2,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 4:15,1768.8,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 4:30,1990,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 4:45,2152.4,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 5:00,2948.9,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 5:15,3527.5,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 5:30,4586.7,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 5:45,4616.5,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 6:00,3967,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 6:15,3388.5,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 6:30,2533.6,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 6:45,1800.6,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 7:00,1251.4,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 7:15,1197.8,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 7:30,824.5,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 7:45,393.3,1,27,21,cloudy,spring,9.01,7952.3,history
